new_vaccinations_smoothed,date
35092891,2021-06-07 00:00:00
34638495,2021-06-08 00:00:00
33927893,2021-06-09 00:00:00
34529707,2021-06-10 00:00:00
34098492,2021-06-11 00:00:00
33778207,2021-06-12 00:00:00
33902619,2021-06-13 00:00:00
33399388,2021-06-14 00:00:00
34127333,2021-06-15 00:00:00
35003185,2021-06-16 00:00:00
35785831,2021-06-17 00:00:00
36736091,2021-06-18 00:00:00
37825465,2021-06-19 00:00:00
38663231,2021-06-20 00:00:00
40735584,2021-06-21 00:00:00
41558486,2021-06-22 00:00:00
41848235,2021-06-23 00:00:00
42289618,2021-06-24 00:00:00
42582222,2021-06-25 00:00:00
43326433,2021-06-26 00:00:00
43687695,2021-06-27 00:00:00
43119369,2021-06-28 00:00:00
42718110,2021-06-29 00:00:00
42019395,2021-06-30 00:00:00
41102760,2021-07-01 00:00:00
39706381,2021-07-02 00:00:00
38496742,2021-07-03 00:00:00
36877060,2021-07-04 00:00:00
35790011,2021-07-05 00:00:00
34655595,2021-07-06 00:00:00
33756009,2021-07-07 00:00:00
33544890,2021-07-08 00:00:00
32922840,2021-07-09 00:00:00
31695414,2021-07-10 00:00:00
31367718,2021-07-11 00:00:00
30924467,2021-07-12 00:00:00
30992884,2021-07-13 00:00:00
31588347,2021-07-14 00:00:00
30874279,2021-07-15 00:00:00
31125118,2021-07-16 00:00:00
31663180,2021-07-17 00:00:00
31929482,2021-07-18 00:00:00
31997787,2021-07-19 00:00:00
31505010,2021-07-20 00:00:00
30909007,2021-07-21 00:00:00
31432989,2021-07-22 00:00:00
32175924,2021-07-23 00:00:00
32682103,2021-07-24 00:00:00
33111668,2021-07-25 00:00:00
34551213,2021-07-26 00:00:00
36097549,2021-07-27 00:00:00
37687563,2021-07-28 00:00:00
38664022,2021-07-29 00:00:00
39518830,2021-07-30 00:00:00
40336515,2021-07-31 00:00:00
41550132,2021-08-01 00:00:00
42055191,2021-08-02 00:00:00
42950100,2021-08-03 00:00:00
42620351,2021-08-04 00:00:00
41841915,2021-08-05 00:00:00
41354165,2021-08-06 00:00:00
40811158,2021-08-07 00:00:00
40234028,2021-08-08 00:00:00
39226346,2021-08-09 00:00:00
37959979,2021-08-10 00:00:00
37476480,2021-08-11 00:00:00
37388611,2021-08-12 00:00:00
37325339,2021-08-13 00:00:00
37194333,2021-08-14 00:00:00
36303483,2021-08-15 00:00:00
36206440,2021-08-16 00:00:00
36167298,2021-08-17 00:00:00
36247389,2021-08-18 00:00:00
35903605,2021-08-19 00:00:00
35334892,2021-08-20 00:00:00
35090298,2021-08-21 00:00:00
35627566,2021-08-22 00:00:00
35678832,2021-08-23 00:00:00
35934102,2021-08-24 00:00:00
36566942,2021-08-25 00:00:00
37326739,2021-08-26 00:00:00
39031883,2021-08-27 00:00:00
40267059,2021-08-28 00:00:00
40905565,2021-08-29 00:00:00
41118549,2021-08-30 00:00:00
40661871,2021-08-31 00:00:00
40982508,2021-09-01 00:00:00
39835418,2021-09-02 00:00:00
37467716,2021-09-03 00:00:00
35313774,2021-09-04 00:00:00
34390829,2021-09-05 00:00:00
33006812,2021-09-06 00:00:00
32967169,2021-09-07 00:00:00
32107321,2021-09-08 00:00:00
32487283,2021-09-09 00:00:00
32402226,2021-09-10 00:00:00
33788912,2021-09-11 00:00:00
33775389,2021-09-12 00:00:00
34682257,2021-09-13 00:00:00
32997194,2021-09-14 00:00:00
31902136,2021-09-15 00:00:00
31247394,2021-09-16 00:00:00
31011626,2021-09-17 00:00:00
31507267,2021-09-18 00:00:00
31454206,2021-09-19 00:00:00
30216852,2021-09-20 00:00:00
30563618,2021-09-21 00:00:00
30101965,2021-09-22 00:00:00
30104855,2021-09-23 00:00:00
30606898,2021-09-24 00:00:00
28471513,2021-09-25 00:00:00
27814774,2021-09-26 00:00:00
29201247,2021-09-27 00:00:00
28987953,2021-09-28 00:00:00
29904451,2021-09-29 00:00:00
29497490,2021-09-30 00:00:00
28474787,2021-10-01 00:00:00
28578769,2021-10-02 00:00:00
28313157,2021-10-03 00:00:00
26555997,2021-10-04 00:00:00
26628420,2021-10-05 00:00:00
25268245,2021-10-06 00:00:00
24492011,2021-10-07 00:00:00
24793766,2021-10-08 00:00:00
24869221,2021-10-09 00:00:00
25385582,2021-10-10 00:00:00
25056191,2021-10-11 00:00:00
24802971,2021-10-12 00:00:00
24661979,2021-10-13 00:00:00
24601388,2021-10-14 00:00:00
24023325,2021-10-15 00:00:00
23291232,2021-10-16 00:00:00
22912999,2021-10-17 00:00:00
23480061,2021-10-18 00:00:00
24159934,2021-10-19 00:00:00
25187942,2021-10-20 00:00:00
25368233,2021-10-21 00:00:00
26061310,2021-10-22 00:00:00
26397384,2021-10-23 00:00:00
26915772,2021-10-24 00:00:00
26674040,2021-10-25 00:00:00
26705113,2021-10-26 00:00:00
26397675,2021-10-27 00:00:00
27114997,2021-10-28 00:00:00
27913727,2021-10-29 00:00:00
30113052,2021-10-30 00:00:00
30025938,2021-10-31 00:00:00
30308574,2021-11-01 00:00:00
29527889,2021-11-02 00:00:00
29868110,2021-11-03 00:00:00
30064718,2021-11-04 00:00:00
29282134,2021-11-05 00:00:00
27833678,2021-11-06 00:00:00
28411938,2021-11-07 00:00:00
29365736,2021-11-08 00:00:00
30640444,2021-11-09 00:00:00
31336506,2021-11-10 00:00:00
31651297,2021-11-11 00:00:00
32718908,2021-11-12 00:00:00
33430198,2021-11-13 00:00:00
32911050,2021-11-14 00:00:00
32239182,2021-11-15 00:00:00
31733322,2021-11-16 00:00:00
31327061,2021-11-17 00:00:00
30953977,2021-11-18 00:00:00
30181914,2021-11-19 00:00:00
30477646,2021-11-20 00:00:00
30462602,2021-11-21 00:00:00
31039406,2021-11-22 00:00:00
31490156,2021-11-23 00:00:00
31867773,2021-11-24 00:00:00
31836989,2021-11-25 00:00:00
32996358,2021-11-26 00:00:00
31950553,2021-11-27 00:00:00
33228148,2021-11-28 00:00:00
33631530,2021-11-29 00:00:00
34509466,2021-11-30 00:00:00
35297347,2021-12-01 00:00:00
36503679,2021-12-02 00:00:00
35970302,2021-12-03 00:00:00
37621668,2021-12-04 00:00:00
36785444,2021-12-05 00:00:00
36318056,2021-12-06 00:00:00
35651043,2021-12-07 00:00:00
34557993,2021-12-08 00:00:00
34363694,2021-12-09 00:00:00
34206605,2021-12-10 00:00:00
35012096,2021-12-11 00:00:00
35135016,2021-12-12 00:00:00
35468182,2021-12-13 00:00:00
36505681,2021-12-14 00:00:00
37296317,2021-12-15 00:00:00
37263099,2021-12-16 00:00:00
38604886,2021-12-17 00:00:00
37900012,2021-12-18 00:00:00
38147030,2021-12-19 00:00:00
39603082,2021-12-20 00:00:00
39831731,2021-12-21 00:00:00
39558042,2021-12-22 00:00:00
39931662,2021-12-23 00:00:00
38476159,2021-12-24 00:00:00
37557788,2021-12-25 00:00:00
36737115,2021-12-26 00:00:00
35481150,2021-12-27 00:00:00
35240414,2021-12-28 00:00:00
36371926,2021-12-29 00:00:00
35689406,2021-12-30 00:00:00
35776440,2021-12-31 00:00:00
34001110,2022-01-01 00:00:00
33478704,2022-01-02 00:00:00
33197975,2022-01-03 00:00:00
32187918,2022-01-04 00:00:00
30938338,2022-01-05 00:00:00
31029133,2022-01-06 00:00:00
32110169,2022-01-07 00:00:00
32806617,2022-01-08 00:00:00
34152165,2022-01-09 00:00:00
34226049,2022-01-10 00:00:00
35160350,2022-01-11 00:00:00
34866340,2022-01-12 00:00:00
34792839,2022-01-13 00:00:00
32710361,2022-01-14 00:00:00
33558089,2022-01-15 00:00:00
33414014,2022-01-16 00:00:00
33611915,2022-01-17 00:00:00
31083554,2022-01-18 00:00:00
31822598,2022-01-19 00:00:00
31129445,2022-01-20 00:00:00
31589596,2022-01-21 00:00:00
30877265,2022-01-22 00:00:00
29817699,2022-01-23 00:00:00
28407583,2022-01-24 00:00:00
29074681,2022-01-25 00:00:00
27322111,2022-01-26 00:00:00
26681237,2022-01-27 00:00:00
26157621,2022-01-28 00:00:00
25421908,2022-01-29 00:00:00
25345570,2022-01-30 00:00:00
25141691,2022-01-31 00:00:00
24016970,2022-02-01 00:00:00
23117349,2022-02-02 00:00:00
22324672,2022-02-03 00:00:00
21710124,2022-02-04 00:00:00
21810716,2022-02-05 00:00:00
21467980,2022-02-06 00:00:00
21098809,2022-02-07 00:00:00
22000598,2022-02-08 00:00:00
23163485,2022-02-09 00:00:00
23489233,2022-02-10 00:00:00
24871055,2022-02-11 00:00:00
24915028,2022-02-12 00:00:00
25451898,2022-02-13 00:00:00
25885573,2022-02-14 00:00:00
25544882,2022-02-15 00:00:00
24781768,2022-02-16 00:00:00
25492435,2022-02-17 00:00:00
24591606,2022-02-18 00:00:00
24989479,2022-02-19 00:00:00
24252004,2022-02-20 00:00:00
24047145,2022-02-21 00:00:00
23764973,2022-02-22 00:00:00
23661181,2022-02-23 00:00:00
23337767,2022-02-24 00:00:00
23219606,2022-02-25 00:00:00
22731484,2022-02-26 00:00:00
22836642,2022-02-27 00:00:00
23121003,2022-02-28 00:00:00
22017311,2022-03-01 00:00:00
21338276,2022-03-02 00:00:00
20235542,2022-03-03 00:00:00
19297985,2022-03-04 00:00:00
18684135,2022-03-05 00:00:00
18026155,2022-03-06 00:00:00
17005509,2022-03-07 00:00:00
17089784,2022-03-08 00:00:00
16767480,2022-03-09 00:00:00
16638763,2022-03-10 00:00:00
16466594,2022-03-11 00:00:00
16084204,2022-03-12 00:00:00
16060783,2022-03-13 00:00:00
15999929,2022-03-14 00:00:00
16057137,2022-03-15 00:00:00
16039397,2022-03-16 00:00:00
15828999,2022-03-17 00:00:00
15386574,2022-03-18 00:00:00
15071006,2022-03-19 00:00:00
15018106,2022-03-20 00:00:00
14860887,2022-03-21 00:00:00
15110128,2022-03-22 00:00:00
15343645,2022-03-23 00:00:00
15439112,2022-03-24 00:00:00
15457941,2022-03-25 00:00:00
15932336,2022-03-26 00:00:00
16086093,2022-03-27 00:00:00
16984217,2022-03-28 00:00:00
17351410,2022-03-29 00:00:00
17629180,2022-03-30 00:00:00
17514092,2022-03-31 00:00:00
17115732,2022-04-01 00:00:00
16445645,2022-04-02 00:00:00
16099365,2022-04-03 00:00:00
14596015,2022-04-04 00:00:00
13435889,2022-04-05 00:00:00
12196224,2022-04-06 00:00:00
11648837,2022-04-07 00:00:00
11630459,2022-04-08 00:00:00
11530385,2022-04-09 00:00:00
11226929,2022-04-10 00:00:00
11215419,2022-04-11 00:00:00
11005964,2022-04-12 00:00:00
10685302,2022-04-13 00:00:00
10339315,2022-04-14 00:00:00
9727260,2022-04-15 00:00:00
9369738,2022-04-16 00:00:00
9209263,2022-04-17 00:00:00
9042590,2022-04-18 00:00:00
9191143,2022-04-19 00:00:00
9247214,2022-04-20 00:00:00
9534043,2022-04-21 00:00:00
9993627,2022-04-22 00:00:00
10284961,2022-04-23 00:00:00
10440935,2022-04-24 00:00:00
10489223,2022-04-25 00:00:00
10318583,2022-04-26 00:00:00
10858787,2022-04-27 00:00:00
10899623,2022-04-28 00:00:00
11128274,2022-04-29 00:00:00
11025330,2022-04-30 00:00:00
11002002,2022-05-01 00:00:00
10511049,2022-05-02 00:00:00
9943964,2022-05-03 00:00:00
8854798,2022-05-04 00:00:00
8110590,2022-05-05 00:00:00
7470102,2022-05-06 00:00:00
7178511,2022-05-07 00:00:00
6942350,2022-05-08 00:00:00
7089271,2022-05-09 00:00:00
7240403,2022-05-10 00:00:00
7670745,2022-05-11 00:00:00
7887585,2022-05-12 00:00:00
7822033,2022-05-13 00:00:00
7777767,2022-05-14 00:00:00
7733696,2022-05-15 00:00:00
7739890,2022-05-16 00:00:00
7756814,2022-05-17 00:00:00
7647488,2022-05-18 00:00:00
7654184,2022-05-19 00:00:00
7760251,2022-05-20 00:00:00
7795999,2022-05-21 00:00:00
7855969,2022-05-22 00:00:00
7821105,2022-05-23 00:00:00
7719819,2022-05-24 00:00:00
7529721,2022-05-25 00:00:00
7321944,2022-05-26 00:00:00
7353760,2022-05-27 00:00:00
7274530,2022-05-28 00:00:00
7110518,2022-05-29 00:00:00
6980220,2022-05-30 00:00:00
6873908,2022-05-31 00:00:00
6925756,2022-06-01 00:00:00
6755997,2022-06-02 00:00:00
6429714,2022-06-03 00:00:00
6851045,2022-06-04 00:00:00
7482633,2022-06-05 00:00:00
8183746,2022-06-06 00:00:00
8942809,2022-06-07 00:00:00
9266324,2022-06-08 00:00:00
9842764,2022-06-09 00:00:00
10164705,2022-06-10 00:00:00
9921150,2022-06-11 00:00:00
9543441,2022-06-12 00:00:00
9071450,2022-06-13 00:00:00
8431861,2022-06-14 00:00:00
8172521,2022-06-15 00:00:00
7935963,2022-06-16 00:00:00
7807089,2022-06-17 00:00:00
7726400,2022-06-18 00:00:00
7087117,2022-06-19 00:00:00
7392393,2022-06-20 00:00:00
7751056,2022-06-21 00:00:00
8272698,2022-06-22 00:00:00
8761345,2022-06-23 00:00:00
9294284,2022-06-24 00:00:00
9759397,2022-06-25 00:00:00
10320915,2022-06-26 00:00:00
10092568,2022-06-27 00:00:00
10004345,2022-06-28 00:00:00
9743621,2022-06-29 00:00:00
9256206,2022-06-30 00:00:00
8728345,2022-07-01 00:00:00
8224832,2022-07-02 00:00:00
7746510,2022-07-03 00:00:00
7509082,2022-07-04 00:00:00
7203501,2022-07-05 00:00:00
6972200,2022-07-06 00:00:00
6979146,2022-07-07 00:00:00
7136776,2022-07-08 00:00:00
7166940,2022-07-09 00:00:00
7160179,2022-07-10 00:00:00
7097276,2022-07-11 00:00:00
6912031,2022-07-12 00:00:00
6875625,2022-07-13 00:00:00
7093677,2022-07-14 00:00:00
7142987,2022-07-15 00:00:00
7163577,2022-07-16 00:00:00
7283774,2022-07-17 00:00:00
7613523,2022-07-18 00:00:00
8428940,2022-07-19 00:00:00
8796610,2022-07-20 00:00:00
8961420,2022-07-21 00:00:00
8640378,2022-07-22 00:00:00
8954504,2022-07-23 00:00:00
9148561,2022-07-24 00:00:00
8253448,2022-07-25 00:00:00
7850165,2022-07-26 00:00:00
7700915,2022-07-27 00:00:00
7413784,2022-07-28 00:00:00
7278709,2022-07-29 00:00:00
7123644,2022-07-30 00:00:00
6957664,2022-07-31 00:00:00
6709777,2022-08-01 00:00:00
6419307,2022-08-02 00:00:00
5785771,2022-08-03 00:00:00
0,2022-08-04 00:00:00
0,2022-08-05 00:00:00
0,2022-08-06 00:00:00
0,2022-08-07 00:00:00
0,2022-08-08 00:00:00
0,2022-08-09 00:00:00
